track_id,song_name,artist_name,artist_id,album_name,duration_ms,popularity,added_at,artist_genres,spotify_url,release_year,artist_followers,genres,album_total_tracks,artist_popularity,tempo,energy,key,mode,time_signature,speechiness,danceability,valence,acousticness,liveness,instrumentalness,loudness
0VES0jpNQEdRpD31gYDIMe,LAW (Prod. Czaer),"YOON MIRAE, BIBI",1Do4bSzfUl0KWL9r1fITu0,Street Man Fighter Original Vol.3 (Mission by Rank),189373,54,2025,k-ballad; soundtrack; k-pop,https://open.spotify.com/track/0VES0jpNQEdRpD31gYDIMe,2022,286175.0,"['k-pop', 'korean ost', 'korean pop', 'korean r&b']",5.0,65.0,128.054,0.9,2.0,1.0,4.0,0.0843,0.756,0.55,0.00857,0.237,0.000111,-4.428
75nKBP8jQu681pTNCtrEnn,Running Over (feat. Lil Dicky),"Justin Bieber, Lil Dicky",1uNFoZAHBGtllmzznpCI3s,Changes,179626,57,2025,,https://open.spotify.com/track/75nKBP8jQu681pTNCtrEnn,2020,74608422.0,"['canadian pop', 'pop']",17.0,86.0,149.982,0.603,11.0,1.0,4.0,0.0591,0.774,0.977,0.438,0.0869,4.37e-05,-7.319
6V1bu6o1Yo5ZXnsCJU8Ovk,Girls Like You (feat. Cardi B) - Cardi B Version,"Maroon 5, Cardi B",04gDigrS5kc9YWfZHwBETP,Red Pill Blues (Deluxe),235545,71,2025,pop,https://open.spotify.com/track/6V1bu6o1Yo5ZXnsCJU8Ovk,2018,41278452.0,['pop'],16.0,82.0,124.959,0.541,0.0,1.0,4.0,0.0505,0.851,0.448,0.568,0.13,0.0,-6.825
4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",64KEffDW9EtZ1y2vBYgq8T,Leave Before You Love Me,154983,83,2025,edm,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1,2021,33569257.0,"['brostep', 'edm', 'pop', 'progressive electro house']",1.0,80.0,119.976,0.738,7.0,1.0,4.0,0.0403,0.721,0.637,0.00226,0.118,4.41e-06,-4.77
2VhY69P0Q15rHfEKaMlR5x,dancing in the kitchen,LANY,49tQo2QULno7gxHutgccqF,gg bb xx,208808,65,2025,,https://open.spotify.com/track/2VhY69P0Q15rHfEKaMlR5x,2021,5725525.0,"['la pop', 'opm']",12.0,71.0,94.024,0.736,11.0,1.0,4.0,0.0396,0.646,0.28,0.0334,0.0807,0.0,-7.658
4fINc8dnfcz7AdhFYVA4i7,It Girl,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,Future History (Deluxe Edition),192200,76,2025,,https://open.spotify.com/track/4fINc8dnfcz7AdhFYVA4i7,2011,11922459.0,"['dance pop', 'pop']",14.0,75.0,91.993,0.718,1.0,0.0,4.0,0.0605,0.668,0.345,0.0165,0.104,0.0,-4.736
0Eqg0CQ7bK3RQIMPw1A7pl,Malibu Nights,LANY,49tQo2QULno7gxHutgccqF,Malibu Nights,286928,76,2025,,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl,2018,5725525.0,"['la pop', 'opm']",9.0,71.0,74.002,0.422,11.0,1.0,4.0,0.195,0.559,0.191,0.701,0.0853,1.99e-06,-11.89
25tkPPlBrYCXkSIAASibtL,Love Is Everything,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Christmas Kisses,212786,42,2025,pop,https://open.spotify.com/track/25tkPPlBrYCXkSIAASibtL,2013,95921722.0,['pop'],4.0,90.0,180.035,0.931,11.0,1.0,4.0,0.0909,0.563,0.81,0.0904,0.258,0.0,-3.468
2cQ8HVDAMdA9BxzbupdnC1,我愛過你,Eric Chou,5fEQLwq1BWWQNR8GzhOIvi,我愛過你,302731,51,2025,mandopop; c-pop; taiwanese pop; chinese r&b; malay pop,https://open.spotify.com/track/2cQ8HVDAMdA9BxzbupdnC1,2016,1436924.0,['mandopop'],1.0,60.0,169.933,0.304,0.0,1.0,4.0,0.0289,0.456,0.349,0.477,0.114,1.37e-06,-12.029
79dMs69Pyb227DQDNiiP5G,Longer,Jamie Miller,2LkkwxA19J8C52wPQl5bG6,Broken Memories,175760,57,2025,,https://open.spotify.com/track/79dMs69Pyb227DQDNiiP5G,2022,595506.0,"['pop soul', 'singer-songwriter pop']",6.0,63.0,162.822,0.447,5.0,1.0,4.0,0.047,0.528,0.474,0.484,0.0962,0.0,-7.086
5Il6Oe7lr5XM7A0cWbVQtr,bad idea,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"thank u, next",267106,72,2025,pop,https://open.spotify.com/track/5Il6Oe7lr5XM7A0cWbVQtr,2019,95921722.0,['pop'],12.0,90.0,137.998,0.579,1.0,1.0,4.0,0.0719,0.847,0.569,0.0268,0.102,0.0545,-5.314
2HaTi4SDrXRY9bHKVWS8Ty,Worth It,Able Heart,1Qr7z3g1f7L93ZWdCKGSjV,Worth It,96800,0,2025,,https://open.spotify.com/track/2HaTi4SDrXRY9bHKVWS8Ty,2023,94091.0,[],1.0,51.0,75.03,0.672,2.0,1.0,4.0,0.138,0.708,0.817,0.00863,0.277,0.000541,-5.246
3hJmzuKkiCtLDTANdB52Hm,Butterflies (feat. FLETCHER),"MAX, FLETCHER",1bqxdqvUtPWZri43cKHac8,Butterflies (feat. FLETCHER),191250,52,2025,,https://open.spotify.com/track/3hJmzuKkiCtLDTANdB52Hm,2021,903100.0,"['singer-songwriter pop', 'teen pop', 'viral pop']",2.0,67.0,88.096,0.618,11.0,1.0,4.0,0.0375,0.686,0.485,0.403,0.15,0.0,-4.177
21yCOhgaDMc0KEtxhZHTbI,blue,keshi,3pc0bOVB5whxmD50W79wwO,bandaids,178600,64,2025,,https://open.spotify.com/track/21yCOhgaDMc0KEtxhZHTbI,2020,3473839.0,['chill r&b'],5.0,69.0,160.051,0.563,1.0,1.0,4.0,0.0338,0.513,0.217,0.0701,0.0956,1.62e-06,-8.689
3a7hrn5cgp6D53uPUTc3Ai,Vegas,Johnny Orlando,6aX6KqXgEcARRHwvWxHcFW,The Ride,171853,44,2025,,https://open.spotify.com/track/3a7hrn5cgp6D53uPUTc3Ai,2024,834150.0,"['canadian pop', 'singer-songwriter pop', 'social media pop']",8.0,53.0,93.893,0.482,8.0,1.0,4.0,0.0336,0.603,0.197,0.494,0.169,4.09e-05,-9.274
7weX6syqklVQocpVVmDNwI,Love Back,Why Don't We,2jnIB6XdLvnJUeNTy5A0J2,Love Back,185850,58,2025,,https://open.spotify.com/track/7weX6syqklVQocpVVmDNwI,2021,3675806.0,"['boy band', 'pop']",1.0,63.0,105.882,0.744,4.0,1.0,4.0,0.0654,0.611,0.705,0.026,0.176,0.0,-6.845
76NX6bt1KCSg0yULpmlkyJ,Like I Do (with sunkis),"J.Tajor, sunkis",0VpMOC5IZU06u29fWjv3qJ,Like I Do (with sunkis),149714,58,2025,,https://open.spotify.com/track/76NX6bt1KCSg0yULpmlkyJ,2024,61198.0,[],1.0,60.0,104.988,0.47,9.0,1.0,4.0,0.0412,0.788,0.701,0.67,0.107,0.0,-5.427
60JZB9waHUPWJTGbYO6kDB,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),"MAX, HUH YUNJIN",1bqxdqvUtPWZri43cKHac8,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),173336,62,2025,,https://open.spotify.com/track/60JZB9waHUPWJTGbYO6kDB,2024,903100.0,"['singer-songwriter pop', 'teen pop', 'viral pop']",1.0,67.0,152.859,0.695,8.0,0.0,4.0,0.103,0.656,0.589,0.0824,0.38,0.0,-5.295
5lNuqFVMca4vPupY10cH0J,No Promises (feat. Demi Lovato),"Cheat Codes, Demi Lovato",7DMveApC7UnC2NPfPvlHSU,No Promises (feat. Demi Lovato),222786,63,2025,,https://open.spotify.com/track/5lNuqFVMca4vPupY10cH0J,2017,2105604.0,"['edm', 'pop', 'pop dance']",1.0,63.0,112.961,0.619,10.0,1.0,4.0,0.162,0.739,0.58,0.0572,0.105,0.0,-6.669
31sSFHIe4NaxltVFOEIcTa,working,"Tate McRae, Khalid",45dkTj5sMRSjrmBSBeiHym,working,210219,61,2025,,https://open.spotify.com/track/31sSFHIe4NaxltVFOEIcTa,2021,5211606.0,['pop'],1.0,82.0,106.974,0.435,7.0,1.0,4.0,0.0588,0.783,0.512,0.282,0.0833,0.0,-7.78
6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure),"Khalid, Disclosure",6LuN9FCkKOj5PcnpouEgny,Free Spirit,197573,73,2025,,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019,16079816.0,"['pop', 'pop r&b']",17.0,80.0,135.984,0.4,0.0,1.0,4.0,0.127,0.9,0.346,0.0516,0.0599,0.0,-8.575
7FET9gtiECWn7llt0sfvtU,CAREFUL,"NF, Cordae",6fOMl44jA4Sp5b9PpYCkzz,HOPE,209500,66,2025,christian hip hop,https://open.spotify.com/track/7FET9gtiECWn7llt0sfvtU,2023,9738766.0,"['hip hop', 'pop rap']",13.0,76.0,130.024,0.834,11.0,0.0,4.0,0.0591,0.834,0.344,0.0671,0.373,0.0,-4.035
1fFQLLWeB7gWDGfTtO01gK,趕不走的你,Young,7tuUo4Kby0sTXYcctxdlYa,極光,277187,23,2025,mandopop; c-pop; chinese r&b,https://open.spotify.com/track/1fFQLLWeB7gWDGfTtO01gK,2023,12728.0,['mainland chinese pop'],7.0,32.0,131.436,0.452,2.0,1.0,4.0,0.0362,0.355,0.245,0.808,0.109,0.0,-8.587
4F7ZAsndEIJXyFzJUHNlRu,幾分之幾 - 電影<花甲大人轉男孩>主題曲,Crowd Lu,2JBUyLiFvpFPWdZGqIGYLD,幾分之幾,228570,69,2024,mandopop; taiwanese pop; c-pop; taiwanese indie; chinese indie,https://open.spotify.com/track/4F7ZAsndEIJXyFzJUHNlRu,2018,484794.0,"['mandopop', 'taiwan indie', 'taiwan singer-songwriter']",3.0,50.0,143.819,0.342,1.0,1.0,4.0,0.0257,0.519,0.425,0.636,0.1,0.0,-5.54
7sGdl31IfcSwfpCxxRbwdY,Who Am I?,Kode,6yEYr68BReibuoeyXQw79n,Who Am I?,187157,60,2024,,https://open.spotify.com/track/7sGdl31IfcSwfpCxxRbwdY,2023,41586.0,['singer-songwriter pop'],1.0,45.0,180.028,0.515,3.0,0.0,4.0,0.136,0.687,0.651,0.258,0.117,0.0,-6.433
4xPSBabrMDpdmIacsJmMs0,Love Me Better,Corbyn Besson,1bWUA5b7GHPymK5dZrf7tj,Love Me Better,151544,46,2024,,https://open.spotify.com/track/4xPSBabrMDpdmIacsJmMs0,2024,11122.0,[],1.0,36.0,89.039,0.588,1.0,1.0,4.0,0.0703,0.662,0.672,0.161,0.0647,0.0,-6.587
5Pg8MZDBD6sNsnV3miq2jo,Rack,callmestevieray,2rwCl3cifvJKvL61qdXjML,Rack,172500,67,2024,,https://open.spotify.com/track/5Pg8MZDBD6sNsnV3miq2jo,2022,32948.0,[],1.0,47.0,103.977,0.573,9.0,0.0,4.0,0.0898,0.931,0.687,0.0842,0.0939,0.0,-8.364
2KoeSRTm9cRulYnkaEyUaP,Crazy Form,ATEEZ,68KmkJeZGfwe1OUaivBa2L,THE WORLD EP.FIN : WILL,198365,68,2024,k-pop; noise music,https://open.spotify.com/track/2KoeSRTm9cRulYnkaEyUaP,2023,3856504.0,"['k-pop', 'k-pop boy group']",12.0,69.0,119.024,0.791,5.0,0.0,4.0,0.049,0.83,0.466,0.027,0.343,0.0,-5.185
2fZ1DdMpQZIiPMIgyt27dT,Wake Up,ATEEZ,68KmkJeZGfwe1OUaivBa2L,THE WORLD EP.2 : OUTLAW,186434,60,2024,k-pop; noise music,https://open.spotify.com/track/2fZ1DdMpQZIiPMIgyt27dT,2023,3856504.0,"['k-pop', 'k-pop boy group']",6.0,69.0,149.918,0.931,1.0,1.0,4.0,0.0644,0.558,0.41,0.00286,0.228,0.0,-3.484
0LnS7aOdOdI1dNKZqdOLz4,Dua Lipa,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,Come Home The Kids Miss You,135053,63,2024,,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4,2022,3736563.0,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",15.0,79.0,158.022,0.652,11.0,1.0,4.0,0.0762,0.833,0.405,0.00161,0.106,0.0985,-6.942
1PSBzsahR2AKwLJgx8ehBj,Bad Things (with Camila Cabello),"mgk, Camila Cabello",6TIYQ3jFPwQSRmorSezPxX,bloom,239293,74,2024,,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017,5215640.0,"['ohio hip hop', 'pop rap']",13.0,75.0,137.853,0.691,2.0,1.0,4.0,0.146,0.697,0.305,0.214,0.185,0.0,-4.757
4BIday5gdHWGTfALlisMZj,云之羽（《云之羽》影视剧主题曲）,Jason Zhang,75udD9hen8NeHTe92rUNLa,云之羽（《云之羽》影视剧主题曲）,258626,49,2024,gufeng; c-pop; mandopop,https://open.spotify.com/track/4BIday5gdHWGTfALlisMZj,2023,246332.0,['mainland chinese pop'],2.0,43.0,124.0,0.46,4.0,0.0,4.0,0.0347,0.502,0.404,0.849,0.278,0.0,-8.71
7D07HeIBMKCMPrqFQvvD4c,Even if we disappear,DAWN,3aB96WIPKUzvJmoctWCrjb,DAWN X MY DEMON,237453,47,2024,,https://open.spotify.com/track/7D07HeIBMKCMPrqFQvvD4c,2023,259910.0,['k-pop'],2.0,44.0,145.978,0.561,2.0,1.0,4.0,0.0319,0.653,0.198,0.619,0.115,0.0,-4.703
0vp1sk3FzuDBeLMLcRhQdL,HANDSOMER (Remix),"Russ, Ktlyn",1z7b1Pr1rSlvWRzsW3HOrS,HANDSOMER (Remix),143414,65,2024,,https://open.spotify.com/track/0vp1sk3FzuDBeLMLcRhQdL,2022,5068892.0,"['hawaiian hip hop', 'pop rap']",1.0,72.0,82.035,0.62,8.0,1.0,4.0,0.157,0.891,0.535,0.176,0.103,1.59e-06,-6.822
5bLGQqcpsz5ISWeihZfJnR,Are You Entertained,"Russ, Ed Sheeran",1z7b1Pr1rSlvWRzsW3HOrS,Are You Entertained,156083,58,2024,,https://open.spotify.com/track/5bLGQqcpsz5ISWeihZfJnR,2022,5068892.0,"['hawaiian hip hop', 'pop rap']",1.0,72.0,130.063,0.61,10.0,0.0,4.0,0.234,0.587,0.556,0.0402,0.167,0.0,-6.881
71oIX0UoQkgedZTmOLPHAx,極光,Young,7tuUo4Kby0sTXYcctxdlYa,極光,199627,19,2024,mandopop; c-pop; chinese r&b,https://open.spotify.com/track/71oIX0UoQkgedZTmOLPHAx,2023,12728.0,['mainland chinese pop'],7.0,32.0,139.883,0.387,6.0,1.0,4.0,0.0322,0.587,0.166,0.754,0.107,0.0,-8.574
1pJQAHpD51J7GYaFrrFO9S,Don't Say,"The Chainsmokers, Emily Warren",69GGBxA162lTqCwzJG5jLp,Memories...Do Not Open,228480,51,2024,,https://open.spotify.com/track/1pJQAHpD51J7GYaFrrFO9S,2017,20024863.0,['pop'],12.0,78.0,99.806,0.464,5.0,1.0,4.0,0.0302,0.567,0.309,0.0199,0.269,9.31e-06,-9.66
6V9kwssTrwkKT72imgowj9,My Type,"The Chainsmokers, Emily Warren",69GGBxA162lTqCwzJG5jLp,Memories...Do Not Open,217413,56,2024,,https://open.spotify.com/track/6V9kwssTrwkKT72imgowj9,2017,20024863.0,['pop'],12.0,78.0,94.989,0.603,7.0,0.0,4.0,0.0389,0.604,0.15,0.0357,0.126,0.0,-6.324
3G1OkwOwT7rQpjxooDgApO,Deserve You,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Justice (Triple Chucks Deluxe),187238,45,2024,,https://open.spotify.com/track/3G1OkwOwT7rQpjxooDgApO,2021,74608422.0,"['canadian pop', 'pop']",22.0,86.0,89.934,0.633,7.0,1.0,4.0,0.0771,0.677,0.409,0.0314,0.112,0.0,-7.831
51qNCY0lUymE88LPDUqFXd,enemy,Charli xcx,25uiPmTg16RbhZWAqwLBy5,how i'm feeling now,222991,53,2024,hyperpop; art pop,https://open.spotify.com/track/51qNCY0lUymE88LPDUqFXd,2020,3117314.0,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",11.0,73.0,91.519,0.661,4.0,0.0,4.0,0.0343,0.69,0.222,0.00449,0.154,0.00389,-4.274
5dry5tz8yLcLuOJ3l6ZEQd,Used to Know Me,Charli xcx,25uiPmTg16RbhZWAqwLBy5,CRASH,145840,56,2024,hyperpop; art pop,https://open.spotify.com/track/5dry5tz8yLcLuOJ3l6ZEQd,2022,3117314.0,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",12.0,73.0,118.009,0.931,1.0,1.0,4.0,0.0323,0.711,0.775,0.0914,0.0892,4.41e-05,-4.042
2cEmWBBlCfR9wWrY9JmTyt,Let Me,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,Icarus Falls,185384,66,2024,,https://open.spotify.com/track/2cEmWBBlCfR9wWrY9JmTyt,2018,22805851.0,"['pop', 'uk pop']",29.0,73.0,168.408,0.566,9.0,1.0,4.0,0.0502,0.46,0.189,0.239,0.0967,5.96e-06,-5.637
0E8WJOFs2eWD67USh7C6Qd,Love No More,"Loud Luxury, anders",6t1gpxYbY8OlLA7D2RiikQ,Love No More,168635,61,2024,,https://open.spotify.com/track/0E8WJOFs2eWD67USh7C6Qd,2018,656969.0,"['edm', 'pop dance', 'uk dance']",1.0,66.0,121.012,0.674,0.0,1.0,4.0,0.0538,0.766,0.214,0.0217,0.258,5.87e-05,-6.245
0Y1MWB026LYxGvhq4EcMiC,Boom Clap,Charli xcx,25uiPmTg16RbhZWAqwLBy5,SUCKER,169866,71,2024,hyperpop; art pop,https://open.spotify.com/track/0Y1MWB026LYxGvhq4EcMiC,2014,3117314.0,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",15.0,73.0,91.999,0.911,4.0,1.0,4.0,0.0786,0.659,0.576,0.154,0.191,0.000304,-2.28
4NBTZtAt1F13VvlSKe6KTl,This Feeling,"The Chainsmokers, Kelsea Ballerini",69GGBxA162lTqCwzJG5jLp,Sick Boy,197946,74,2024,,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,2018,20024863.0,['pop'],10.0,78.0,105.049,0.571,1.0,1.0,4.0,0.0439,0.575,0.449,0.0558,0.0912,0.0,-7.906
05mAIVLkIWc2d1UBYZBCp8,1999,"Charli xcx, Troye Sivan",25uiPmTg16RbhZWAqwLBy5,1999,189200,61,2024,hyperpop; art pop,https://open.spotify.com/track/05mAIVLkIWc2d1UBYZBCp8,2018,3117314.0,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",1.0,73.0,124.016,0.742,7.0,1.0,4.0,0.0329,0.739,0.659,0.0227,0.229,1.39e-06,-4.586
2x7MyWybabEz6Y6wvHuwGE,Just Dance,"Lady Gaga, Colby O'Donis",1HY2Jd0NmPuamShAr6KMms,The Fame,241933,82,2024,art pop; pop,https://open.spotify.com/track/2x7MyWybabEz6Y6wvHuwGE,2008,29655882.0,"['art pop', 'dance pop', 'pop']",15.0,81.0,118.992,0.739,1.0,0.0,4.0,0.0311,0.822,0.745,0.0264,0.181,4.26e-05,-4.541
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"Flo Rida, T-Pain",0jnsk9HBra6NMjO2oANoPY,Mail on Sunday,231400,88,2024,,https://open.spotify.com/track/0CAfXk7DXMnon4gLudAp7J,2008,8437254.0,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",14.0,76.0,128.008,0.609,10.0,0.0,4.0,0.0791,0.918,0.304,0.0928,0.139,0.0,-5.64
228BxWXUYQPJrJYHDLOHkj,Gasolina,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,Barrio Fino (Bonus Track Version),192600,14,2024,reggaeton; latin,https://open.spotify.com/track/228BxWXUYQPJrJYHDLOHkj,2004,33487570.0,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",23.0,82.0,96.008,0.797,0.0,1.0,4.0,0.0614,0.852,0.741,0.322,0.0845,2.69e-06,-6.543
3InNdtWYQV1Wx81qST5rU1,CHARGER (ft. Charli XCX),"ELIO, Charli xcx",6xgvgzXNv3ymcITXTrxRaA,ELIO and Friends : The Remixes,147368,0,2024,,https://open.spotify.com/track/3InNdtWYQV1Wx81qST5rU1,2021,70479.0,"['alt z', 'electropop']",10.0,48.0,114.04,0.593,1.0,1.0,4.0,0.045,0.804,0.473,0.171,0.115,0.063,-10.459
1xNkoQPvWTY9HfnW4YkYeL,My Love,Marcus Lee,18G699wFEzXLGHsgsDZyYj,My Love,180467,24,2024,mandopop; chinese indie; chinese r&b; c-pop; taiwanese pop,https://open.spotify.com/track/1xNkoQPvWTY9HfnW4YkYeL,2023,2730.0,['singaporean singer-songwriter'],1.0,24.0,84.016,0.572,11.0,0.0,4.0,0.0273,0.566,0.354,0.289,0.0922,0.0,-4.458
5F2AuFzEiuAQD0JVNjVJQz,Let Go,Beau Young Prince,5fxPQ2Mzi7apfCMPuKwmSd,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),177653,62,2024,,https://open.spotify.com/track/5F2AuFzEiuAQD0JVNjVJQz,2018,17313.0,['dmv rap'],13.0,38.0,100.063,0.725,7.0,1.0,4.0,0.0576,0.764,0.0794,0.463,0.109,5.91e-06,-8.812
18uwL0vNUanqZH0ro2QcOP,comethru,Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,"summer,",181613,74,2024,,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2018,2248009.0,"['alt z', 'electropop', 'pop']",5.0,64.0,93.982,0.178,0.0,1.0,4.0,0.0574,0.795,0.608,0.607,0.623,0.0,-11.991
0ri0Han4IRJhzvERHOZTMr,At My Worst,Pink Sweat$,1W7FNibLa0O0b572tB2w7t,The Prelude,170344,68,2024,,https://open.spotify.com/track/0ri0Han4IRJhzvERHOZTMr,2020,1837995.0,['bedroom soul'],6.0,63.0,91.921,0.415,0.0,1.0,4.0,0.0349,0.813,0.667,0.777,0.131,0.0,-5.926
5mu1uv8RmzDkF8foePK5qa,Kream (feat. Tyga),"Iggy Azalea, Tyga",5yG7ZAZafVaAlMTeBybKAL,Survive The Summer,166626,64,2024,,https://open.spotify.com/track/5mu1uv8RmzDkF8foePK5qa,2018,6485111.0,"['australian hip hop', 'dance pop', 'pop']",6.0,65.0,174.028,0.425,10.0,1.0,4.0,0.137,0.785,0.192,0.0335,0.108,4.36e-06,-6.665
71pc8Waeq1YtmcOKLEF3dK,Numb - Bonus Track,"August Alsina, B.o.B, Yo Gotti",19Fi1Rj7kk8kyiwxpXy3yM,Testimony,254000,63,2024,,https://open.spotify.com/track/71pc8Waeq1YtmcOKLEF3dK,2014,2582030.0,"['pop r&b', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",15.0,56.0,96.032,0.488,11.0,0.0,4.0,0.0894,0.796,0.26,0.0217,0.0737,0.0,-6.699
4fUh9VvKW4shhWN5LfN1Ba,Be Real (feat. DeJ Loaf),"Kid Ink, DeJ Loaf",6KZDXtSj0SzGOV705nNeh3,Full Speed,206760,60,2024,,https://open.spotify.com/track/4fUh9VvKW4shhWN5LfN1Ba,2015,2941414.0,"['pop rap', 'rap', 'southern hip hop', 'trap']",12.0,63.0,99.934,0.611,9.0,0.0,4.0,0.0876,0.762,0.386,0.122,0.141,0.000315,-5.462
2g1KggY9PKvsoEAOaiz4xx,Daisy,Ashnikko,3PyJHH2wyfQK3WZrk9rpmP,DEMIDEVIL,146523,70,2024,,https://open.spotify.com/track/2g1KggY9PKvsoEAOaiz4xx,2021,2267757.0,"['alt z', 'escape room']",10.0,64.0,121.876,0.663,8.0,1.0,4.0,0.133,0.834,0.774,0.235,0.372,0.0,-6.143
0wDbYIl4fN2mccHczCJqEf,Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),"Sean Kingston, Nicki Minaj",6S0dmVVn4udvppDhZIWxCr,Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),230600,63,2024,,https://open.spotify.com/track/0wDbYIl4fN2mccHczCJqEf,2010,3234830.0,"['dance pop', 'miami hip hop', 'pop']",1.0,68.0,92.064,0.808,5.0,1.0,4.0,0.0963,0.792,0.709,0.335,0.269,0.0,-4.156
2hyF1YWdX8yxExvRelT9nB,Jet Lag,A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,Floor Seats,203720,55,2024,rap,https://open.spotify.com/track/2hyF1YWdX8yxExvRelT9nB,2019,3732041.0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",9.0,66.0,169.957,0.803,11.0,1.0,4.0,0.292,0.853,0.433,0.0085,0.104,2.41e-05,-3.297
1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),"A Boogie Wit da Hoodie, 6ix9ine",31W5EY0aAly4Qieq6OFu6I,Hoodie SZN,189486,72,2024,melodic rap,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2018,8108788.0,"['melodic rap', 'rap', 'trap']",20.0,77.0,93.023,0.662,9.0,1.0,4.0,0.303,0.581,0.434,0.0153,0.111,0.0,-5.239
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (with Metro Boomin),"Offset, Metro Boomin",4DdkRBBYG6Yk9Ka8tdJ9BW,Without Warning,172800,84,2024,,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,2017,3925385.0,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",10.0,76.0,100.007,0.428,9.0,1.0,4.0,0.206,0.88,0.333,0.149,0.114,5.05e-05,-8.28
4cSCMlCcY65zlz1ZPhqsCe,離開你以後 - 電影《你的婚禮》插曲,Eric Chou,5fEQLwq1BWWQNR8GzhOIvi,離開你以後 (電影《你的婚禮》插曲),309840,58,2024,mandopop; c-pop; taiwanese pop; chinese r&b; malay pop,https://open.spotify.com/track/4cSCMlCcY65zlz1ZPhqsCe,2021,1436924.0,['mandopop'],1.0,60.0,154.969,0.469,3.0,1.0,4.0,0.0361,0.24,0.24,0.753,0.0917,2.05e-06,-9.235
5dMKsEQSlR2ITYpScl7UMd,Remember This,NF,6fOMl44jA4Sp5b9PpYCkzz,Perception,240386,67,2024,christian hip hop,https://open.spotify.com/track/5dMKsEQSlR2ITYpScl7UMd,2017,9738766.0,"['hip hop', 'pop rap']",16.0,76.0,79.196,0.664,8.0,1.0,4.0,0.206,0.572,0.278,0.434,0.109,0.0,-6.362
06Muk6IyarouV5CXeQ2yBN,Interstellar on Piano,Andy Morris,58lQAzmAxDD6di02MvAWkv,Interstellar on Piano,139075,61,2024,,https://open.spotify.com/track/06Muk6IyarouV5CXeQ2yBN,2022,25781.0,[],1.0,41.0,67.065,0.338,9.0,0.0,4.0,0.0294,0.324,0.0431,0.934,0.0921,0.926,-15.353
3nKRYKbGxhzv4BbwlLOcWU,Mansion,"NF, Fleurie",6fOMl44jA4Sp5b9PpYCkzz,Mansion,323266,64,2024,christian hip hop,https://open.spotify.com/track/3nKRYKbGxhzv4BbwlLOcWU,2015,9738766.0,"['hip hop', 'pop rap']",12.0,76.0,150.686,0.84,10.0,0.0,4.0,0.313,0.446,0.433,0.567,0.0967,0.0,-4.539
7rqBExJALxIgsMFADFJwHF,Bringing the Fire,Carry the Throne,1RbhoU106zAqPk8nJY9XG3,Just Getting Started,147300,53,2024,,https://open.spotify.com/track/7rqBExJALxIgsMFADFJwHF,2023,3406.0,['bossbeat'],8.0,36.0,75.015,0.941,10.0,0.0,4.0,0.0753,0.701,0.895,0.0422,0.233,0.0,-4.376
